,H3_cban_hc8_gallezot,GABAa-bz_flumazenil_hc16_norgaard,CB1_FMPEPd2_hc22_laurikainen,CB1_omar_hc77_normandin,VAChT_feobv_hc18_aghourian_sum,5HT2a_alt_hc19_savli,5HTT_dasb_hc100_beliveau,D2_raclopride_hc7_alakurtti,5HT2a_mdl_hc3_talbot,5HT2a_cimbi_hc29_beliveau,5HT4_sb20_hc59_beliveau,DAT_fepe2i_hc6_sasaki,VAChT_feobv_hc4_tuominen,MU_carfentanil_hc204_kantonen,NAT_MRB_hc77_ding,D2_flb457_hc37_smith,A4B2_flubatine_hc30_hillmer,GABAa_flumazenil_hc6_dukart,NMDA_ge179_hc29_galovic,D2_fallypride_hc49_jaworska,5HTT_dasb_hc30_savli,5HT1a_cumi_hc8_beliveau,5HT1b_p943_hc22_savli,VAChT_feobv_hc5_bedard_sum,5HT1a_way_hc36_savli,mGluR5_abp_hc22_rosaneto,mGluR5_abp_hc28_dubois,mGluR5_abp_hc73_smart,D1_SCH23390_hc13_kaller,MU_carfentanil_hc39_turtonen,DAT_fpcit_hc174_dukart_spect,NAT_MRB_hc10_hesse,5HT1b_az_hc36_beliveau,5HT1b_p943_hc65_gallezot,M1_lsn_hc24_naganawa,D2_flb457_hc55_sandiego,5HT6_gsk_hc30_radhakrishnan
Precentral_L,0.3641668087614597,0.5591371425467232,0.8177875829361995,0.7102047553110541,0.2041315910179635,0.579718034132202,0.0669339122110827,0.2628102166164933,0.4088624016472256,0.4410817325104393,0.0796736605343654,0.0229357945569123,0.2004489832307334,0.2605137553934364,0.2949573778261845,0.0507137000142326,0.4527725794475362,0.6480970249645638,0.6479181131067584,0.0382134411080109,0.0619980165097945,0.2254904815364353,0.6938796335786799,0.1967502150445106,0.3214944368919412,0.7504107518886327,0.7666069031156146,0.5844920835145812,0.1118963935090087,0.4680214346342514,0.283369033910445,0.3200713346962984,0.2213212590924078,0.5105655119135954,0.4784224974025536,0.0559117382229104,0.2370984834016972
Precentral_R,0.3733805298556948,0.6079916623576777,0.8563556490423476,0.7707985356843254,0.1807682457672,0.6987954412150221,0.0715548320484384,0.2572189203744522,0.4953617810161079,0.5773851039208778,0.1109838567505781,0.0246814923816066,0.1786178256367686,0.4057256560203408,-0.1573268371739322,0.0792936839736529,0.4701969883958667,0.6525225742676427,0.606971114802839,0.0421100196264674,0.0497844546828408,0.2974990328792091,0.7214681374532893,0.1837044066898047,0.4169848007810142,0.8035244960332429,0.8209724145748354,0.6281217146868494,0.1242624761411189,0.6145241862785438,0.2690268729090746,0.2603827833261047,0.2539068114031005,0.5017451193265261,0.5017103138357863,0.071478540301734,0.3532006580828964
Frontal_Sup_L,0.3835904301788289,0.5833443522734361,0.8934936894315728,0.7545177912772449,0.1774285307151541,0.7139758598458251,0.0713201141891016,0.2640888054271671,0.4824666215251573,0.5977911420513597,0.1116922430330515,0.0102442752820843,0.1800573131514686,0.4285651806212769,-0.160574349943014,0.0702963340030799,0.456738361469504,0.6763763549316175,0.6199214213494983,0.0433618848227777,0.0560131288686369,0.3076560580769548,0.7390963697986691,0.1833761773872413,0.4277413621118925,0.8002950570191466,0.8258990943791007,0.6362308186134532,0.1384614562864339,0.6576124104309757,0.2836575820877974,0.2325493803925485,0.2641351622562906,0.5273561088177713,0.5159525139830128,0.0644135142983694,0.2975650967427065
Frontal_Sup_R,0.3866231330323029,0.7990591179885036,0.8989055015976278,0.8140364434762821,0.2078016100843194,0.8410189477198665,0.1222361039498055,0.2740758244702047,0.79952819883568,0.83796945950296,0.1682562580846755,0.0466029810833931,0.2191789677417923,0.5710903649102567,-0.1087046627156098,0.1121151495005109,0.44612533687744,0.8166889519938973,0.7367900915469475,0.0615921066989828,0.1202502129334694,0.5039004697571214,0.7698787504429262,0.2271100985034089,0.576197921276043,0.8719329591563071,0.845723419402052,0.6348221184249476,0.2749615430128548,0.7265071747029709,0.3586538280294429,0.1879278330158124,0.3333797938213249,0.5646927590428449,0.5467641432562128,0.10818866159337,0.3687777987666827
Frontal_Sup_Orb_L,0.3817575547064953,0.673532291262175,0.8795884699660621,0.8041660704718515,0.2025523536787691,0.8080292288278975,0.1306614494502077,0.2610671860443453,0.6049013957930491,0.9082126261744596,0.1757283875572223,0.0240201182691058,0.2030832130138179,0.5634280068822906,-0.1820728724214618,0.1097762268607264,0.4569036766282522,0.8141523832254737,0.7194578978940932,0.0590020394908268,0.1109623582487675,0.5306612119307988,0.7216616957371209,0.2176825438586947,0.5492240843112598,0.8804932939923974,0.8633116285730892,0.6437097324181561,0.261322332171112,0.7188830591286335,0.3495222945106819,0.1857456147915466,0.3582748223556131,0.5569923672873586,0.5667112327518758,0.0937239279425065,0.2868218911510777
Frontal_Sup_Orb_R,0.391393686780974,0.6374581458000937,0.9474841104518692,0.8038845582270576,0.1961862691373582,0.8487567611078198,0.0797603738602715,0.276862515101371,0.5433987393987906,0.6337033390322007,0.1217222681632808,0.0328116800002345,0.1869673896195609,0.4720325347676802,-0.003205152778739,0.0859388563489794,0.4968901715444634,0.7553438126359167,0.636743806056676,0.0485809853811588,0.0659071466886437,0.3161870330807135,0.8688355011814074,0.1964670882165499,0.4450730551716049,0.8613413124308948,0.8792378630005552,0.7216770800666877,0.1501631254450403,0.6659558212207477,0.2913604463014422,0.2278404937178489,0.2772071182400707,0.6101878873141621,0.5700833204392995,0.0815973818485704,0.4257398704315688
Frontal_Mid_L,0.3773450798362226,0.6017251515523426,0.9723583301111228,0.7784278282693381,0.1824810822151645,0.8293886875219489,0.0795653492661101,0.2680427606951142,0.4867152493758139,0.6743006952164147,0.1260526321505306,0.0091116471144338,0.1867819995346289,0.4663369310336189,-0.1053724316398528,0.0677785576172238,0.454103053576105,0.7484120999670787,0.6456624552004686,0.047579723953297,0.0760304849158115,0.3413929704612166,0.8659662287193056,0.1927785926775077,0.4508877537781552,0.8609767240399792,0.8618317220668952,0.6941786197480099,0.1586342455835787,0.691240150526549,0.29214251818924,0.2182683283405396,0.2960192462518347,0.6164440813466042,0.5685135534934838,0.0667349272482969,0.2796178531625436
Frontal_Mid_R,0.3697200416811393,0.6763359442118373,0.9404311897040892,0.8321256886491523,0.2144415580236787,0.9109274696412756,0.1089505317770898,0.2582946089912947,0.6226856897020221,0.847410744714734,0.1652741919743396,0.0499838650325481,0.1955863916316066,0.5417699474849219,-0.0234613646889812,0.0982889407190949,0.4658140506933458,0.7960563956108739,0.7151643269716994,0.0562494459960618,0.0877456121801557,0.4681017316338161,0.8489610609479251,0.2103626726908802,0.5074732547704601,0.9095459741831304,0.8828312221017354,0.6708767174963192,0.2343354716037501,0.6932915548172067,0.3114966074444336,0.1735454826361167,0.3423446373508004,0.5926102617807042,0.5671922897444276,0.1027449329127329,0.3994852874695776
Frontal_Mid_Orb_L,0.393460650267875,0.654482508857739,0.9099570131686876,0.8222075023507615,0.2041634558336581,0.8041847164684767,0.1121607606642022,0.2345360116502444,0.5059563652759927,0.920968454462732,0.1723119930729155,0.022819533137653,0.1782830580874135,0.5082810373409022,-0.0930492861270679,0.1021019522449759,0.4673519944769787,0.7439310525312933,0.6597178122408235,0.0582018741588954,0.0852919908582958,0.4840568563375083,0.682545524715303,0.2007007368386,0.4660774375887855,0.9042965502976824,0.8730667291328768,0.6284706707225559,0.2250813000567879,0.6789132147464102,0.2912279783986814,0.1693977804989191,0.3807827280275966,0.5835637825371013,0.6297242798230547,0.08281991520672,0.2399811422761752
Frontal_Mid_Orb_R,0.3942231625038155,0.6280432092679815,0.8957192872261227,0.7855538453259009,0.2135242092157446,0.8273914423719557,0.0877358829645244,0.2709730419477797,0.607267252989203,0.6150101308195862,0.1218015186738357,0.0440712901874298,0.1957063412176372,0.4460792396303112,0.141578579805127,0.0877538235818319,0.4905556110372466,0.731829801175293,0.6895112606318344,0.0564002708899142,0.0815372900849194,0.3412848067357748,0.8356055562320703,0.206699349475931,0.4843890755947537,0.8475414648500804,0.8790571594721883,0.8037761474212741,0.1646997784148385,0.6614671701783063,0.3342820677063657,0.215061106993102,0.2771769773971746,0.6261716828929571,0.5514195235887028,0.0913276703500204,0.4588387680758294
Frontal_Inf_Oper_L,0.4144506825812835,0.5568390195222354,0.8807488377077044,0.7715686334056583,0.1956312697431344,0.8230877630386624,0.0789176098614503,0.2658800770596138,0.5361313054298824,0.5955735614664689,0.1113412283381625,0.0171460263805779,0.1897410457680269,0.4385524859173663,0.1448233471975302,0.0747171261076783,0.4779603255787312,0.7590019682431309,0.6761572604909908,0.0530987384783329,0.0762830059945199,0.3253466783928553,0.8331680647242484,0.1971477465412369,0.4749921212514121,0.8295282615587793,0.8709768779760692,0.7986927993474728,0.1977420646243507,0.6507943508869972,0.3280009210530299,0.1879697376639498,0.2675762099251977,0.5996786428443216,0.5831696694200329,0.0802549681801981,0.3692831181855253
Frontal_Inf_Oper_R,0.3678757986253644,0.6343565589520002,0.9117461496715034,0.7975213644911218,0.2068794511831352,0.8217354229602066,0.0994176493761026,0.268561013809928,0.5835658276188992,0.6490702057168604,0.124906313070393,0.0467159151293024,0.1906650367580281,0.4323144312919611,0.1417559043543977,0.0855512090058046,0.4959414346278936,0.748121570372689,0.6692765525226358,0.0525325234393993,0.0831679400339247,0.3394865917660266,0.8490120401014057,0.1982147596529351,0.4328169586266865,0.8729991147227517,0.8771414291296977,0.7455745247390131,0.1673269480829362,0.6461884609239619,0.3275722557207897,0.1935085640195979,0.2921515541543554,0.6457722623798356,0.5563279805606395,0.0885984517562568,0.4520261673982799
Frontal_Inf_Tri_L,0.3757506710031892,0.5606631886250737,0.8383806850472599,0.7547855315983723,0.1822092544880796,0.6844542707772894,0.0824351489812309,0.2315319038121781,0.5000881629706733,0.5737456631886084,0.110105145064853,0.0131613023806777,0.1784759947307266,0.3607688165653599,-0.0061082128452237,0.0599407638124008,0.4444505430846331,0.6573310572865462,0.6188714988696155,0.0448435395374782,0.0787455600958252,0.3071626620825903,0.7319172466748143,0.1837934082469611,0.3794034821456404,0.8144940049987546,0.7928950519504582,0.6554011300478504,0.1518430528958202,0.5895549603046324,0.2883917583632751,0.1428091557502815,0.2645521903207005,0.5430627100284027,0.5475045797840151,0.0663176281734101,0.2783292266580312
Frontal_Inf_Tri_R,0.4029490458597787,0.6348080471125078,0.8872884934239158,0.8041469310292175,0.2124621636094939,0.8456734800257947,0.150040830891467,0.2534575508323722,0.5994157716573889,0.8492709672276586,0.1664889295696733,0.0439987896495082,0.2003199333831258,0.4978229897172835,-0.0820286410551503,0.1141534314787722,0.4593515056586544,0.8430487030106562,0.741327481619677,0.060425400475039,0.1319170697720983,0.477512087198798,0.7053364641591414,0.2094571449012608,0.4952896011579175,0.8659618508394559,0.9000420490929181,0.7083395321799356,0.2265855836298391,0.6584587227389516,0.3616680727216815,0.183277395689041,0.3704072611555087,0.5534273313496361,0.5591002554748145,0.1119140128197592,0.4320336876537264
Frontal_Inf_Orb_L,0.3927086635721578,0.5215181591193969,0.8306631965235544,0.7755625618942031,0.1948507213005704,0.702174646469895,0.1138037788098362,0.2150528868943979,0.5269678828244313,0.6490061653659216,0.123793931745809,0.0161331763909573,0.1846096820124451,0.4184654366264799,-0.1412361175006219,0.0867354198695468,0.4397593560600826,0.730174804740156,0.6588163316039576,0.0556224337216821,0.1170689687216578,0.3542361729589794,0.5525670726317254,0.1940703763452027,0.4230267923151831,0.7910422992147427,0.8338730088494154,0.6494184588155982,0.1872372151806256,0.6083786832792601,0.313640569386511,0.1230072114144611,0.288082508468301,0.5104827678882075,0.5803746810215887,0.0946737028691341,0.2909006292981125
Frontal_Inf_Orb_R,0.3910075678634206,0.6797137355816532,0.8587218763369766,0.7773084180636224,0.2514481992357041,0.9335348542993148,0.1427296859239135,0.293667585282453,0.6046217821485238,0.6606629180071019,0.1440750502054091,0.0470851083197902,0.2598396763266313,0.4547999819580996,0.2942511865919767,0.1099551367039493,0.4540822805356524,0.8990165008230764,0.766517188169271,0.0772893382772793,0.1998645575692555,0.4183242390729282,0.7679027097020207,0.2374916298313306,0.5862021467918509,0.8972489623094657,0.9603818552143284,0.9630571338672272,0.2205798303509553,0.6255878406098259,0.3904621176743321,0.3402383329234717,0.2771206507002914,0.5470340466242434,0.5795988867856177,0.1200826950257663,0.4579150544419904
Rolandic_Oper_L,0.4077704169166482,0.6869941230083919,0.857986394553376,0.7893304599215127,0.2315839095321601,0.9001211885269353,0.1300227849509298,0.2838139238558023,0.5451433191212556,0.6587779833147591,0.1464734430930591,0.0257922384326111,0.2438259904210498,0.433531686673727,0.4154148106134709,0.1011481323815837,0.4548919510726233,0.8254910632438033,0.7383419099728793,0.070633512943006,0.1602461993846571,0.4297053644638305,0.6994715550264646,0.2255849392023258,0.5447504705388465,0.8800970843429816,0.9293356082764944,0.948341119459799,0.2345184837631334,0.6067870756820757,0.3680628425506046,0.3364272333919718,0.2831907931940765,0.5572140851196112,0.6215219448768717,0.1125746466689789,0.4116212279939404
Rolandic_Oper_R,0.4684815224141379,0.5882245288447416,0.8505589707661756,0.7499376732172527,0.2072058808561243,0.650972568301911,0.091082860577248,0.264786606747187,0.4649694066735491,0.654351274766916,0.117764330083872,0.0027825112152817,0.2097880526882949,0.43584558725061,0.1784655010341901,0.067026483144569,0.4519634738677324,0.7015543561270414,0.6555788851563391,0.0437020930419018,0.0645701693784716,0.3206081487352088,0.7409879050535988,0.1938659645451029,0.4149564813988852,0.7647775993116949,0.8110964168521333,0.7177661893810031,0.1418821595226457,0.6483285913738214,0.2847045313842191,0.3262813912249998,0.3081335367558489,0.4981558665438675,0.5328998862634766,0.0723365232501766,0.3296943531081108
Supp_Motor_Area_L,0.4317450714157904,0.6478472827213227,0.842571439899527,0.7358679228732724,0.2202907299160548,0.6221214128553002,0.0929201476474053,0.2832058018905983,0.4295843839851576,0.5777819075618916,0.1068843350360693,0.0240520400476846,0.2151025684563478,0.4223837721004428,0.2996520255148077,0.0712572381352922,0.4777079635580029,0.6981930072694721,0.6983729542948678,0.0396236491050463,0.0795308011215469,0.2987414668516911,0.6835588110077772,0.2071263723202684,0.4012285274561341,0.77774379016888,0.8048797659251106,0.6676659255110257,0.1436670215290789,0.6320102889916274,0.3010041565978107,0.3567996740918362,0.2840521833994699,0.505165984062981,0.5011369809113726,0.0693519718859446,0.3302878662909883
Supp_Motor_Area_R,0.7107693538370857,0.5267987598159442,0.7643314510027059,0.8269980836544781,0.3337440354022863,0.7361926780376645,0.2534831973695882,0.3307446404367709,0.5976382924099438,0.5911590035626627,0.1678586480216788,0.2067522984038118,0.331238238559288,0.700371796422892,-0.2630139961177963,0.3071145292262953,0.4161527077484397,0.8618582669521513,0.7518663415428293,0.2518795216033143,0.5823958811024681,0.5535627214193934,0.5525341557990038,0.3433073763316852,0.6345225354421473,0.8208163688624524,0.8775624819978826,0.7852417711351384,0.3952054703511922,0.9285413323114028,0.6249355249515623,0.130940169478471,0.2775208062716938,0.4530690726936958,0.667735699286689,0.2745079333460957,0.3129989477869852
Olfactory_L,0.7378466849811066,0.6490130637817566,0.7817541460320709,0.8264715017936695,0.320090856587316,0.6870427949632771,0.2850387249088827,0.3361428548654403,0.4994331457090875,0.6115770162408912,0.1859100512603349,0.2391341975213915,0.3160690273337084,0.696007190887062,-0.2740793908295741,0.4570969307485475,0.4267110184117802,0.7916988560484864,0.7926977275521705,0.2796400242011918,0.5221477986421954,0.5574014470200029,0.5342761547851828,0.3495177035455227,0.6286772878005916,0.821145973286408,0.8698176780873009,0.790937091114827,0.4069587326005731,0.9196848267432236,0.6190983895560427,0.1325947643703753,0.30008641012865,0.4921204111244427,0.6936877958950162,0.2592319996309453,0.3544620970360898
Olfactory_R,0.4644347048112244,0.5675947793160477,0.8879065489404131,0.8002135990048055,0.1790922319784849,0.7788908844898204,0.0814170215382883,0.2378164037508987,0.5762686612698519,0.6717851010094191,0.1268442478528307,0.0002267290552596,0.1936395090445872,0.4583369459438805,-0.1460414239575121,0.0955116829530053,0.4546728346082678,0.7005614136518254,0.6232054731497746,0.0486296440848787,0.0729539596697107,0.3573276995319815,0.7841705579473877,0.1818117512387519,0.4742993847861262,0.7911931491363562,0.8909588670282129,0.7667184274514058,0.1619841918914001,0.7139869702806224,0.2681971271562707,0.1981451805818438,0.277340981856616,0.5382866435324867,0.5895976623328109,0.0869965332567445,0.4103857080318773
Frontal_Sup_Medial_L,0.4271253276074394,0.6727386861372613,0.8912651175178923,0.7952463839519093,0.1875663029491945,0.8352735007053331,0.0885939939267243,0.2693375806661571,0.5640359198177173,0.7582953386020561,0.1448781064421331,0.0052752247480921,0.1914133853010059,0.5001679988787905,-0.1466329387990453,0.0929656496306563,0.4674390413389589,0.7481621818863639,0.6969133029802099,0.0489467234784392,0.0752529369057764,0.4058118804896156,0.849330389535294,0.1841650420874005,0.5088470312523319,0.8657148392548663,0.8937509011093319,0.7451050526823083,0.1754108193974667,0.715197817881831,0.2903188501937109,0.226102659384203,0.3209410985415468,0.5345300195851379,0.5747229819645712,0.0842273412727559,0.384880382846852
Frontal_Sup_Medial_R,0.4792995463492164,0.5902227462310597,0.9782553001033906,0.8509147594200311,0.2053394497581656,0.9857531536110772,0.1071790223140725,0.2545460608276283,0.8082041073602636,0.6725039260667942,0.1355766710913386,0.0098732061144795,0.2304886877459799,0.5515078231413459,-0.083718098990837,0.1107816961726997,0.4566539221021413,0.8765876708963027,0.7025276706997654,0.0545258161765088,0.1960820351052893,0.3989736594301549,0.8576599962706277,0.2204809084324153,0.6399302921698065,0.9219993225027376,0.9791272573491184,0.8694282800596592,0.2946604475305406,0.788150839995786,0.3299576642688069,0.2468869673210989,0.2528107053639792,0.5906726128875948,0.6547126867223274,0.1070280846648761,0.4491875909903626
Frontal_Med_Orb_L,0.4620819939583399,0.646012236858254,0.9323059884480877,0.8535353799306489,0.2076826382557058,0.9265379942825728,0.0950361188103924,0.2827979639392444,0.7223090062999036,0.644191927581692,0.1302599869873751,0.0228437543597752,0.2209897718238885,0.5855192203088531,0.0055442882023048,0.1036543367265164,0.4618145016160817,0.8701974112111465,0.7500016366109309,0.0548658499244377,0.19821312415548,0.3966378300651467,0.8245136954241383,0.2219775984448877,0.6603030577693557,0.926102947726638,0.9345104242896368,0.8316661644148945,0.3077745659833845,0.799379318649706,0.3684301553862288,0.2041875746829587,0.2458132296037554,0.5930652221023641,0.6211346242432586,0.1131672520129794,0.4332135639529627
Frontal_Med_Orb_R,0.4869620554274948,0.7108922524712136,0.968366473382644,0.854593346169237,0.2210668130160795,0.9748453495098032,0.1075338504275331,0.2768533430296008,1.0,0.5935512129688578,0.1259347253661326,0.0171637716268988,0.2476001574419238,0.6316314382557457,-0.128717963195132,0.1497107470601887,0.4448184605751594,0.966209874017796,0.7436544295508832,0.081160615940504,0.2086645905539884,0.3978472465171113,0.7913326507218972,0.2447956755694599,0.7130603509640021,0.940539291124538,0.9724354468555018,0.8527819431206488,0.3514187888816433,0.8516489619442562,0.3928954108658261,0.1531686380955026,0.2241928202534726,0.5574420548900589,0.6560399074765642,0.1286037170562662,0.3956661428666323
Rectus_L,0.4777416821918385,0.8633580337328454,0.9465612288033646,0.8551808069951767,0.2267574980817085,0.9235994367378356,0.1788573857391784,0.2821686479747153,0.8357089505064459,1.0,0.2155332461181386,0.0450564295704514,0.2452145571631451,0.6512890368061229,-0.072562200593237,0.1648941462782906,0.4530447149691138,0.9299094244906372,0.799516767421388,0.0903309005467877,0.2115399870791922,0.6730771738429017,0.7807729708251947,0.2478918714328904,0.719957654833402,0.9139489394548472,0.9220259859862046,0.8267051868985046,0.3531350364428268,0.8668792690355899,0.4152333105972775,0.1600250937338785,0.3733380355174589,0.5675785181294533,0.6512357173114337,0.1368328277079251,0.3837072818122605
Rectus_R,0.4762465081520309,0.6477180331694912,0.872232871145043,0.811986969358953,0.2681918875889416,0.9294630954103216,0.2356607426930043,0.3174089353479887,0.5731946563415159,0.7128205847641255,0.1716363274678655,0.2174550796999995,0.3027339257381662,0.608853175925529,0.0105005702883925,0.2889454633111808,0.4656327863591874,0.8906059621103646,0.8298614290190631,0.1782942779305251,0.3409940606146304,0.6312567086865001,0.7440302287824901,0.2926084033691021,0.7157621008139959,0.892281887944879,0.9409580321474066,0.8687813182622457,0.2995967305810906,0.7843727533006765,0.4615561230353047,0.3327786447408076,0.3237224125968183,0.5089173729536484,0.598052728027817,0.2120850301042079,0.5440835044736352
